Agent_ID,Stop_Number,Order_ID,Distance_km,Category,Priority_Score,Weather,Traffic,Cumulative_Distance_km
1,4687,iedw623236534,20.18,Sports,2.3,Cloudy,Low ,242147.38
1,4688,wffv815098769,20.18,Skincare,2.3,Sandstorms,Jam ,242167.56
1,4689,yapj085531572,20.21,Toys,2.3,Sandstorms,Medium ,242187.77
1,4690,kzwy082574092,20.25,Sports,2.3,Sunny,Low ,242208.02
1,4691,ovho814064471,20.85,Clothing,2.3,Stormy,Jam ,242228.87
1,4692,fqff433364747,5895.77,Shoes,2.3,Cloudy,High ,248124.64
1,4693,pyrq396180688,5173.32,Clothing,2.293,Fog,Low ,253297.96
1,4694,zbvh828569640,5025.87,Toys,2.286,Sandstorms,Medium ,258323.83
1,4695,eobd184164559,1.49,Electronics,2.278,Sandstorms,Low ,258325.32
1,4696,xqss216300636,1.56,Jewelry,2.278,Windy,Low ,258326.88
1,4697,ceoa860679195,3.02,Sports,2.278,Stormy,Low ,258329.89
1,4698,wlqj852855884,3.02,Apparel,2.278,Sandstorms,Low ,258332.91
1,4699,fjxy107785424,3.07,Skincare,2.278,Windy,Low ,258335.99
1,4700,kgvm209846163,3.11,Sports,2.278,Stormy,Low ,258339.09
1,4701,tgmz841314641,3.12,Electronics,2.278,Stormy,Low ,258342.21
1,4702,bdyd036597607,3.12,Home,2.278,Stormy,Low ,258345.33
1,4703,pvve656647282,7.68,Books,2.278,Windy,Low ,258353.01
1,4704,zucr259565390,7.79,Shoes,2.278,Stormy,Low ,258360.8
1,4705,lzen008295065,7.79,Books,2.278,Sandstorms,Low ,258368.59
1,4706,altn412131827,9.22,Jewelry,2.278,Sandstorms,Low ,258377.81
1,4707,qxcf024250281,1.47,Shoes,2.273,Stormy,Low ,258379.28
1,4708,msho502931242,1.52,Shoes,2.273,Cloudy,Low ,258380.8
1,4709,wnyt916507616,1.53,Pet Supplies,2.273,Stormy,Low ,258382.33
1,4710,hbkb355349024,1.53,Snacks,2.273,Stormy,Low ,258383.86
1,4711,utcz193477347,1.54,Toys,2.273,Stormy,High ,258385.39
1,4712,ucrj268656333,1.55,Electronics,2.273,Sunny,Low ,258386.95
1,4713,bvne516089862,1.55,Home,2.273,Cloudy,Low ,258388.5
1,4714,qqqk472796309,1.55,Home,2.273,Stormy,Low ,258390.05
1,4715,tayc795898438,1.55,Electronics,2.273,Sunny,Low ,258391.61
1,4716,brmz886758520,1.55,Outdoors,2.273,Fog,Low ,258393.16
1,4717,jdlj977605349,1.56,Books,2.273,Sunny,Low ,258394.72
1,4718,hloj548264739,2.98,Apparel,2.273,Cloudy,Low ,258397.7
1,4719,czmj292906829,2.98,Jewelry,2.273,Sunny,Low ,258400.69
1,4720,lbje555519801,3.02,Skincare,2.273,Sunny,Low ,258403.71
1,4721,xnmd060157935,3.06,Electronics,2.273,Sandstorms,Low ,258406.77
1,4722,mftl525175702,3.06,Toys,2.273,Sunny,Low ,258409.83
1,4723,sisc047722712,3.06,Kitchen,2.273,Stormy,Low ,258412.89
1,4724,zfya186714195,3.06,Outdoors,2.273,Fog,High ,258415.95
1,4725,vzvi801263170,3.07,Outdoors,2.273,Fog,High ,258419.03
1,4726,iuew249440381,3.07,Apparel,2.273,Sunny,Low ,258422.1
1,4727,yspp184057250,3.07,Home,2.273,Sandstorms,High ,258425.17
1,4728,eeuf211121616,3.07,Home,2.273,Sunny,Low ,258428.25
1,4729,gaya984078138,3.09,Books,2.273,Stormy,Low ,258431.34
1,4730,tpyn733790057,3.1,Electronics,2.273,Sandstorms,Low ,258434.44
1,4731,eqrb644761656,3.11,Clothing,2.273,Sunny,Low ,258437.55
1,4732,qnwp045455211,4.47,Snacks,2.273,Cloudy,Low ,258442.02
1,4733,eeby966784129,4.53,Electronics,2.273,Fog,Jam ,258446.55
1,4734,elbx364796806,4.53,Shoes,2.273,Cloudy,Low ,258451.08
1,4735,xacg833244334,4.54,Cosmetics,2.273,Sandstorms,Jam ,258455.61
1,4736,cezx609113794,4.54,Outdoors,2.273,Sunny,Jam ,258460.15
1,4737,mwdw166492235,4.58,Books,2.273,Cloudy,Medium ,258464.73
1,4738,lzrr770110561,4.59,Cosmetics,2.273,Sandstorms,Low ,258469.32
1,4739,gswx941770537,4.59,Home,2.273,Cloudy,Low ,258473.91
1,4740,mwww255473653,4.61,Outdoors,2.273,Stormy,Medium ,258478.52
1,4741,ozrl100355685,4.61,Clothing,2.273,Sunny,Medium ,258483.13
1,4742,cyvh551716081,4.66,Electronics,2.273,Sandstorms,Medium ,258487.79
1,4743,ucmw862405233,4.66,Sports,2.273,Sandstorms,Medium ,258492.44
1,4744,qgrm223372545,4.66,Electronics,2.273,Sunny,Jam ,258497.11
1,4745,irkv414941743,4.66,Jewelry,2.273,Cloudy,Medium ,258501.77
1,4746,dsbo768130372,4.67,Shoes,2.273,Fog,Medium ,258506.44
1,4747,bzfq986053008,5.96,Pet Supplies,2.273,Windy,High ,258512.4
1,4748,yxkq561584886,6.04,Cosmetics,2.273,Windy,High ,258518.44
1,4749,uohc165886488,6.04,Sports,2.273,Stormy,Medium ,258524.49
1,4750,nmky281742602,6.05,Toys,2.273,Cloudy,Medium ,258530.54
1,4751,nkfi672692992,6.05,Outdoors,2.273,Stormy,Medium ,258536.59
1,4752,nkpu696817875,6.05,Pet Supplies,2.273,Sandstorms,Medium ,258542.64
1,4753,qopp628241382,6.12,Pet Supplies,2.273,Fog,High ,258548.76
1,4754,xolx633287675,6.12,Home,2.273,Fog,High ,258554.88
1,4755,vegi234463128,6.13,Shoes,2.273,Fog,High ,258561.01
1,4756,xbvv656413587,6.15,Kitchen,2.273,Sandstorms,Medium ,258567.15
1,4757,szxx425859095,6.21,Outdoors,2.273,Fog,High ,258573.36
1,4758,wgfo970771288,6.21,Clothing,2.273,Sunny,Medium ,258579.57
1,4759,wywl453950288,6.22,Pet Supplies,2.273,Fog,High ,258585.79
1,4760,dckw042452140,6.22,Skincare,2.273,Stormy,High ,258592.01
1,4761,siyj504112293,6.23,Home,2.273,Windy,High ,258598.24
1,4762,pzwh249169107,7.44,Shoes,2.273,Fog,Jam ,258605.68
1,4763,nxca100086433,7.45,Kitchen,2.273,Sandstorms,Jam ,258613.13
1,4764,lzsr764573225,7.55,Pet Supplies,2.273,Cloudy,Jam ,258620.68
1,4765,wssm419115505,7.56,Jewelry,2.273,Windy,Medium ,258628.24
1,4766,hlhe171627722,7.6,Outdoors,2.273,Sunny,Low ,258635.84
1,4767,bxln050903886,7.6,Shoes,2.273,Sandstorms,Jam ,258643.44
1,4768,lqpr221536417,7.65,Books,2.273,Windy,Medium ,258651.1
1,4769,dgvr232580889,7.66,Cosmetics,2.273,Fog,Jam ,258658.76
1,4770,bdzx633704931,7.76,Shoes,2.273,Fog,Jam ,258666.52
1,4771,lgmy944271840,7.76,Snacks,2.273,Sunny,Low ,258674.28
1,4772,uqls794839931,7.79,Pet Supplies,2.273,Stormy,Jam ,258682.07
1,4773,lrhp926875815,7.79,Shoes,2.273,Sunny,Low ,258689.86
1,4774,nomo769277994,8.94,Kitchen,2.273,Fog,Jam ,258698.8
1,4775,uvof612480270,8.94,Outdoors,2.273,Stormy,Jam ,258707.74
1,4776,zgmj744878922,8.95,Pet Supplies,2.273,Cloudy,Jam ,258716.69
1,4777,ygbt734207005,8.99,Electronics,2.273,Windy,Medium ,258725.68
1,4778,ngew577737493,9.19,Snacks,2.273,Fog,Low ,258734.87
1,4779,jrhh281898610,9.22,Skincare,2.273,Sunny,Jam ,258744.09
1,4780,odni801342776,9.32,Toys,2.273,Cloudy,Jam ,258753.41
1,4781,zovq832380675,9.33,Pet Supplies,2.273,Fog,Jam ,258762.74
1,4782,xehl144072517,10.25,Toys,2.273,Sunny,Jam ,258772.99
1,4783,fadx425690386,10.43,Pet Supplies,2.273,Stormy,Low ,258783.42
1,4784,tqye108344589,10.43,Sports,2.273,Windy,Medium ,258793.84
1,4785,qsvr147804692,10.43,Cosmetics,2.273,Sunny,Medium ,258804.27
1,4786,zzdz428266200,10.6,Clothing,2.273,Stormy,Medium ,258814.87
1,4787,lxgl934578242,10.76,Cosmetics,2.273,Sunny,Medium ,258825.63
1,4788,epkl703507126,10.76,Clothing,2.273,Sandstorms,Medium ,258836.39
1,4789,nxny381347746,10.87,Shoes,2.273,Sandstorms,Jam ,258847.25
1,4790,nmla539707523,10.87,Skincare,2.273,Sandstorms,Medium ,258858.12
1,4791,qrhd625868895,10.87,Jewelry,2.273,Windy,Jam ,258868.99
1,4792,wshx238605721,11.92,Sports,2.273,Stormy,Low ,258880.91
1,4793,gwrb521675683,12.07,Outdoors,2.273,Stormy,Medium ,258892.98
1,4794,eqna419599760,12.1,Toys,2.273,Sunny,Jam ,258905.08
1,4795,ltyw859112753,12.16,Electronics,2.273,Sandstorms,Low ,258917.25
1,4796,twjg019314332,12.16,Toys,2.273,Fog,Low ,258929.41
1,4797,msld186914645,12.16,Kitchen,2.273,Sandstorms,Low ,258941.57
1,4798,zzss873661088,12.21,Electronics,2.273,Sunny,Jam ,258953.78
1,4799,ditl739189705,12.23,Toys,2.273,Windy,Low ,258966.01
1,4800,aplt372423563,12.24,Cosmetics,2.273,Stormy,Jam ,258978.25
1,4801,qige236912524,12.26,Electronics,2.273,Cloudy,Low ,258990.51
1,4802,kqys152495195,12.26,Shoes,2.273,Sandstorms,Medium ,259002.76
1,4803,umyw421382914,12.29,Cosmetics,2.273,Fog,Low ,259015.06
1,4804,ugtj420665555,12.29,Jewelry,2.273,Sunny,Low ,259027.35
1,4805,algw084134185,12.35,Kitchen,2.273,Sunny,Jam ,259039.7
1,4806,oonw398936749,12.42,Shoes,2.273,Sandstorms,Low ,259052.12
1,4807,odcf266870884,12.42,Jewelry,2.273,Cloudy,Low ,259064.54
1,4808,dhng329047822,12.42,Apparel,2.273,Stormy,Jam ,259076.96
1,4809,wcvg795657940,12.42,Sports,2.273,Stormy,Jam ,259089.38
1,4810,sxzr055688582,12.46,Jewelry,2.273,Sandstorms,Low ,259101.85
1,4811,fhbu110823590,12.46,Shoes,2.273,Sandstorms,Jam ,259114.31
1,4812,mwfp646594184,13.22,Snacks,2.273,Sandstorms,Low ,259127.53
1,4813,tngm966383797,13.41,Outdoors,2.273,Sandstorms,Medium ,259140.94
1,4814,jfzc636655296,13.58,Apparel,2.273,Stormy,Jam ,259154.52
1,4815,pqlg627272747,13.61,Books,2.273,Windy,Medium ,259168.13
1,4816,yaco245131772,13.63,Jewelry,2.273,Fog,Low ,259181.76
1,4817,nrhs549110472,13.68,Electronics,2.273,Stormy,Low ,259195.45
1,4818,stcv184114583,13.77,Jewelry,2.273,Sandstorms,Low ,259209.22
1,4819,ijqe805676206,13.97,Home,2.273,Windy,Medium ,259223.19
1,4820,gcmj559856579,13.97,Home,2.273,Stormy,Medium ,259237.16
1,4821,ttou430204553,13.97,Clothing,2.273,Cloudy,Low ,259251.13
1,4822,fkxx461267125,13.97,Clothing,2.273,Fog,Low ,259265.1
1,4823,njag370858583,13.97,Pet Supplies,2.273,Fog,Low ,259279.07
1,4824,pjnc583630280,13.97,Books,2.273,Cloudy,Low ,259293.04
1,4825,wciz697833360,13.97,Jewelry,2.273,Windy,Low ,259307.02
1,4826,jtqh527985049,13.99,Home,2.273,Stormy,Medium ,259321.01
1,4827,llji988847958,16.66,Jewelry,2.273,Windy,Low ,259337.67
1,4828,tvmo812907779,16.72,Cosmetics,2.273,Windy,Jam ,259354.39
1,4829,gtuu707843785,16.72,Electronics,2.273,Windy,Medium ,259371.11
1,4830,fnob770936737,16.72,Home,2.273,Stormy,Low ,259387.83
1,4831,rmql873319666,16.72,Shoes,2.273,Sandstorms,Jam ,259404.55
1,4832,udpq945815554,16.82,Jewelry,2.273,Sandstorms,Low ,259421.37
1,4833,eopu707752518,16.85,Home,2.273,Sandstorms,Low ,259438.22
1,4834,jysk150045683,16.9,Shoes,2.273,Cloudy,Low ,259455.12
1,4835,ovno482518774,16.9,Toys,2.273,Sunny,Jam ,259472.03
1,4836,olft151202824,17.08,Pet Supplies,2.273,Stormy,Jam ,259489.1
1,4837,zomg020433474,17.1,Cosmetics,2.273,Sunny,Medium ,259506.2
1,4838,pxdh596644241,19.36,Electronics,2.273,Stormy,Low ,259525.56
1,4839,vhvw490281741,19.62,Electronics,2.273,Sandstorms,Low ,259545.18
1,4840,fbsi650661646,19.89,Clothing,2.273,Sandstorms,Medium ,259565.07
1,4841,dkab733317830,19.89,Skincare,2.273,Sunny,Low ,259584.96
1,4842,mlfh310191173,19.92,Kitchen,2.273,Cloudy,Low ,259604.87
1,4843,hpap861728738,19.92,Toys,2.273,Sunny,Jam ,259624.79
1,4844,jiek517438491,20.21,Sports,2.273,Sunny,Jam ,259645.0
1,4845,tvxb161214677,20.51,Jewelry,2.273,Sandstorms,Jam ,259665.5
1,4846,hvqk646773555,20.85,Cosmetics,2.273,Sunny,Medium ,259686.36
1,4847,evgj038305492,1.51,Kitchen,2.27,Sandstorms,Low ,259687.87
1,4848,iiet162686496,1.53,Electronics,2.27,Windy,Low ,259689.4
1,4849,xbtj709639146,2.98,Cosmetics,2.27,Stormy,Low ,259692.38
1,4850,tmxe091135652,3.12,Kitchen,2.27,Windy,Low ,259695.5
1,4851,zldi419151823,4.59,Home,2.27,Sandstorms,Low ,259700.08
1,4852,yhfx714257768,4.66,Outdoors,2.27,Windy,Low ,259704.75
1,4853,ibzz633425637,7.77,Sports,2.27,Stormy,Low ,259712.52
1,4854,urhk936849494,9.09,Home,2.27,Sandstorms,Low ,259721.61
1,4855,xmpi868524238,6046.81,Books,2.27,Windy,Low ,265768.41
1,4856,tuwp062851692,1.49,Clothing,2.244,Cloudy,Low ,265769.9
1,4857,ggms331343591,1.49,Electronics,2.244,Cloudy,Low ,265771.39
1,4858,fzjc980823328,1.51,Jewelry,2.244,Stormy,Low ,265772.9
1,4859,heyf037758446,1.51,Apparel,2.244,Sandstorms,Low ,265774.41
1,4860,idly768549868,1.51,Kitchen,2.244,Sunny,High ,265775.92
1,4861,bauu814808629,1.51,Shoes,2.244,Cloudy,Low ,265777.43
1,4862,mnpg116518575,1.51,Sports,2.244,Sunny,High ,265778.94
1,4863,rfln567196603,1.51,Pet Supplies,2.244,Cloudy,High ,265780.45
1,4864,adtk037868283,1.51,Home,2.244,Sandstorms,Low ,265781.97
1,4865,tscv617342230,1.51,Skincare,2.244,Fog,Low ,265783.48
1,4866,jnsc605505422,1.53,Kitchen,2.244,Fog,High ,265785.01
1,4867,eryp006415226,1.53,Cosmetics,2.244,Sandstorms,Low ,265786.54
1,4868,aicd540083813,1.53,Outdoors,2.244,Sandstorms,Low ,265788.07
1,4869,kgdh642739200,1.53,Toys,2.244,Fog,Low ,265789.6
1,4870,uxdc727808686,1.53,Cosmetics,2.244,Stormy,Low ,265791.13
1,4871,fdax977447229,1.53,Books,2.244,Sunny,Low ,265792.67
1,4872,yytb178935909,1.55,Apparel,2.244,Sandstorms,Low ,265794.22
1,4873,iufi289907397,1.55,Apparel,2.244,Fog,High ,265795.77
1,4874,trkg919972887,1.55,Shoes,2.244,Sandstorms,High ,265797.33
1,4875,fyxl036337835,1.56,Clothing,2.244,Windy,Low ,265798.88
1,4876,skei978506883,2.93,Toys,2.244,Windy,Low ,265801.81
1,4877,dhkr946175089,2.94,Clothing,2.244,Sandstorms,Low ,265804.75
1,4878,fscg274189574,2.98,Cosmetics,2.244,Fog,Low ,265807.73
1,4879,jriu872804395,3.03,Electronics,2.244,Windy,High ,265810.76
1,4880,ymug650621804,3.03,Toys,2.244,Sunny,Low ,265813.79
1,4881,zjbl245741715,3.03,Skincare,2.244,Windy,Low ,265816.82
1,4882,hzhx981033349,3.04,Sports,2.244,Sandstorms,Low ,265819.86
1,4883,iswj614242863,3.04,Outdoors,2.244,Stormy,Low ,265822.9
1,4884,pydy387731009,3.05,Jewelry,2.244,Stormy,High ,265825.95
1,4885,ktpq829641622,3.06,Cosmetics,2.244,Sunny,Low ,265829.01
1,4886,jkrl014262044,3.07,Outdoors,2.244,Fog,High ,265832.08
1,4887,gsiu407848958,3.07,Cosmetics,2.244,Windy,Low ,265835.16
1,4888,dnrl467296975,3.07,Apparel,2.244,Fog,Low ,265838.23
1,4889,ugrr353170062,3.1,Shoes,2.244,Cloudy,High ,265841.34
1,4890,bcek296793292,3.11,Books,2.244,Cloudy,Low ,265844.45
1,4891,mzof119290488,3.11,Pet Supplies,2.244,Windy,Low ,265847.55
1,4892,xwxs614812900,3.11,Skincare,2.244,Fog,Low ,265850.66
1,4893,cinr157604338,3.12,Sports,2.244,Fog,High ,265853.78
1,4894,hkhr527713384,3.12,Pet Supplies,2.244,Fog,High ,265856.9
1,4895,gfzy414648981,4.46,Electronics,2.244,Fog,Low ,265861.37
1,4896,jeyo607700577,4.47,Clothing,2.244,Fog,Jam ,265865.84
1,4897,vcch426449724,4.48,Kitchen,2.244,Sunny,Jam ,265870.31
1,4898,aybr082208761,4.49,Sports,2.244,Sandstorms,Low ,265874.81
1,4899,jihj332265807,4.53,Home,2.244,Fog,Jam ,265879.33
1,4900,adnk436168527,4.54,Sports,2.244,Sunny,Jam ,265883.87
1,4901,bvcd428155601,4.54,Jewelry,2.244,Sandstorms,Medium ,265888.42
1,4902,ncjb357594570,4.54,Home,2.244,Sunny,Jam ,265892.96
1,4903,mlyv427121093,4.54,Clothing,2.244,Windy,Jam ,265897.5
1,4904,mpse828678593,4.58,Snacks,2.244,Sunny,Medium ,265902.08
1,4905,lnfh101750179,4.61,Jewelry,2.244,Sunny,Jam ,265906.69
1,4906,lvlj611282575,4.66,Electronics,2.244,Fog,Low ,265911.35
1,4907,xbcx541383294,4.66,Electronics,2.244,Sandstorms,Medium ,265916.01
1,4908,zvai833186392,4.66,Apparel,2.244,Sunny,Medium ,265920.67
1,4909,ovzn802438564,4.66,Toys,2.244,Cloudy,Jam ,265925.33
1,4910,jfpo044011681,4.66,Electronics,2.244,Sunny,Medium ,265929.99
1,4911,ozbk994430216,4.67,Outdoors,2.244,Sunny,Low ,265934.67
1,4912,ywpy115272603,4.67,Home,2.244,Sunny,Low ,265939.34
1,4913,ehaq733158814,4.67,Books,2.244,Cloudy,Medium ,265944.02
1,4914,ktch079894086,4.67,Pet Supplies,2.244,Windy,Medium ,265948.69
1,4915,hhoh776247531,4.67,Toys,2.244,Windy,Jam ,265953.36
1,4916,wbfs640479070,5.87,Electronics,2.244,Fog,High ,265959.24
1,4917,kazj987590087,5.87,Snacks,2.244,Sunny,Medium ,265965.11
1,4918,jtjv265619026,5.96,Apparel,2.244,Fog,High ,265971.07
1,4919,jddz601864780,5.96,Toys,2.244,Cloudy,High ,265977.03
1,4920,buip886159813,5.96,Toys,2.244,Windy,Medium ,265982.99
1,4921,pqrl555793775,6.04,Sports,2.244,Sandstorms,Medium ,265989.03
1,4922,eqxh200875384,6.04,Toys,2.244,Fog,High ,265995.06
1,4923,kgtv596296424,6.05,Skincare,2.244,Cloudy,High ,266001.11
1,4924,pfus435739709,6.08,Outdoors,2.244,Stormy,High ,266007.19
1,4925,ztas820376769,6.08,Books,2.244,Fog,High ,266013.28
1,4926,wkkf736757114,6.08,Kitchen,2.244,Sunny,High ,266019.36
1,4927,fvxo869371113,6.11,Cosmetics,2.244,Windy,High ,266025.46
1,4928,joak766221882,6.12,Jewelry,2.244,Sunny,Medium ,266031.58
1,4929,woyl841432888,6.13,Toys,2.244,Cloudy,High ,266037.71
1,4930,nilz831017646,6.13,Electronics,2.244,Windy,High ,266043.84
1,4931,voiy152264738,6.15,Sports,2.244,Cloudy,High ,266049.99
1,4932,fobx992585669,6.15,Jewelry,2.244,Stormy,Medium ,266056.13
1,4933,bxlj064283383,6.15,Snacks,2.244,Sandstorms,High ,266062.28
1,4934,rmyf832353481,6.15,Jewelry,2.244,Fog,High ,266068.43
1,4935,ggie162878199,6.21,Clothing,2.244,Sunny,Medium ,266074.64
1,4936,ctda286492402,6.21,Toys,2.244,Stormy,High ,266080.85
1,4937,dvcf788458035,6.21,Kitchen,2.244,Sandstorms,Medium ,266087.06
1,4938,iyee180757071,6.21,Jewelry,2.244,Fog,High ,266093.27
1,4939,zqor284724716,6.23,Electronics,2.244,Windy,High ,266099.5
1,4940,hcsn924394617,6.23,Sports,2.244,Sunny,High ,266105.73
1,4941,miuj961790566,6.24,Home,2.244,Sunny,Medium ,266111.97
1,4942,jqet526580160,7.33,Home,2.244,Sunny,Medium ,266119.3
1,4943,zcsu972290243,7.45,Jewelry,2.244,Sandstorms,Jam ,266126.75
1,4944,zsth652127878,7.46,Toys,2.244,Cloudy,Medium ,266134.21
1,4945,jcxb027576435,7.55,Kitchen,2.244,Sunny,Jam ,266141.75
1,4946,rhon563282739,7.55,Sports,2.244,Sunny,Jam ,266149.3
1,4947,deho398510931,7.55,Skincare,2.244,Sunny,Medium ,266156.85
1,4948,sykk409446815,7.55,Home,2.244,Sandstorms,Low ,266164.39
1,4949,qpdt189325735,7.56,Kitchen,2.244,Fog,Jam ,266171.96
1,4950,czxl618797439,7.6,Electronics,2.244,Stormy,Medium ,266179.56
1,4951,lxpg912373390,7.6,Electronics,2.244,Windy,Medium ,266187.16
1,4952,vhqs412682185,7.6,Toys,2.244,Sunny,Jam ,266194.76
1,4953,wklm727767215,7.65,Shoes,2.244,Windy,Medium ,266202.41
1,4954,ppif127117409,7.65,Outdoors,2.244,Fog,Low ,266210.06
1,4955,fjeb392171785,7.66,Electronics,2.244,Sunny,Jam ,266217.72
1,4956,fxfe770654769,7.66,Kitchen,2.244,Stormy,Medium ,266225.38
1,4957,bceb368895984,7.76,Skincare,2.244,Sunny,Jam ,266233.15
1,4958,broz062267660,7.76,Electronics,2.244,Sunny,Jam ,266240.91
1,4959,lvph411101254,7.76,Toys,2.244,Stormy,Medium ,266248.67
1,4960,aweq724691039,7.76,Jewelry,2.244,Cloudy,Low ,266256.43
1,4961,uvao378585659,7.76,Apparel,2.244,Fog,Jam ,266264.2
1,4962,azrr990864448,7.77,Jewelry,2.244,Cloudy,Jam ,266271.97
1,4963,rwlv246454485,7.77,Toys,2.244,Stormy,Medium ,266279.74
1,4964,btrh484479850,7.77,Shoes,2.244,Windy,Medium ,266287.51
1,4965,ittq171434076,7.79,Shoes,2.244,Sunny,Medium ,266295.3
1,4966,dxqb420990007,7.79,Apparel,2.244,Windy,Medium ,266303.09
1,4967,trfq760945563,7.79,Pet Supplies,2.244,Stormy,Low ,266310.88
1,4968,vbuo936757620,7.79,Pet Supplies,2.244,Cloudy,Jam ,266318.67
1,4969,ujwp809258638,8.93,Kitchen,2.244,Sunny,Jam ,266327.6
1,4970,bjgz954121570,8.94,Electronics,2.244,Fog,Low ,266336.54
1,4971,yvjp213256614,8.94,Kitchen,2.244,Windy,Medium ,266345.48
1,4972,zkdj500552495,8.99,Electronics,2.244,Windy,Low ,266354.47
1,4973,kgbh259540793,9.06,Books,2.244,Sandstorms,Jam ,266363.52
1,4974,hjcc913062489,9.06,Kitchen,2.244,Sunny,Jam ,266372.58
1,4975,nkzp169174188,9.08,Skincare,2.244,Sunny,Low ,266381.65
1,4976,oorf114181594,9.08,Snacks,2.244,Windy,Low ,266390.73
1,4977,bout880312824,9.08,Electronics,2.244,Windy,Medium ,266399.8
1,4978,fdxn362400245,9.09,Home,2.244,Windy,Jam ,266408.89
1,4979,txov821996775,9.16,Pet Supplies,2.244,Windy,Jam ,266418.05
1,4980,ndxu875989252,9.19,Electronics,2.244,Fog,Jam ,266427.24
1,4981,zaxs129898209,9.22,Sports,2.244,Sunny,Jam ,266436.46
1,4982,lhkm907584734,9.22,Sports,2.244,Sunny,Jam ,266445.68
1,4983,jack652801492,9.22,Home,2.244,Sandstorms,Medium ,266454.9
1,4984,esdm913527511,9.26,Jewelry,2.244,Cloudy,Jam ,266464.17
1,4985,nuzx546363287,9.31,Jewelry,2.244,Fog,Low ,266473.48
1,4986,wiox743541911,9.31,Outdoors,2.244,Stormy,Medium ,266482.8
1,4987,abks599726444,9.32,Clothing,2.244,Cloudy,Jam ,266492.11
1,4988,tanh991264927,9.32,Clothing,2.244,Sandstorms,Medium ,266501.43
1,4989,xsaq721577011,9.32,Outdoors,2.244,Stormy,Low ,266510.74
1,4990,bmms962191080,9.33,Clothing,2.244,Fog,Low ,266520.07
1,4991,uztc414467545,9.36,Electronics,2.244,Sandstorms,Medium ,266529.43
1,4992,gxkj188882391,9.36,Kitchen,2.244,Stormy,Jam ,266538.8
1,4993,qgov628773819,10.43,Snacks,2.244,Sunny,Medium ,266549.23
1,4994,vrtb689011419,10.45,Snacks,2.244,Sunny,Jam ,266559.67
1,4995,npnf147733784,10.49,Home,2.244,Fog,Low ,266570.16
1,4996,wrgc258277743,10.59,Apparel,2.244,Windy,Medium ,266580.75
1,4997,xwnf658972980,10.71,Jewelry,2.244,Sunny,Medium ,266591.45
1,4998,cvrm808043578,10.71,Jewelry,2.244,Stormy,Medium ,266602.16
1,4999,swqu838609154,10.71,Skincare,2.244,Sunny,Jam ,266612.87
1,5000,cakn239274236,10.71,Home,2.244,Cloudy,Low ,266623.58
1,5001,jkwd374362300,10.73,Toys,2.244,Sunny,Jam ,266634.31
1,5002,cxgm999801052,10.76,Toys,2.244,Sunny,Jam ,266645.06
1,5003,gwil290652374,10.81,Shoes,2.244,Sunny,Low ,266655.87
1,5004,eqdq826383765,10.87,Snacks,2.244,Cloudy,Low ,266666.74
1,5005,wrvz930215730,10.87,Cosmetics,2.244,Windy,Low ,266677.61
1,5006,uqhz348496525,10.87,Pet Supplies,2.244,Windy,Low ,266688.47
1,5007,nqgq248452594,10.87,Cosmetics,2.244,Windy,Low ,266699.34
1,5008,qgyf025890418,10.88,Outdoors,2.244,Cloudy,Low ,266710.22
1,5009,zdar980077063,10.91,Books,2.244,Windy,Low ,266721.13
1,5010,elpg002808434,11.92,Outdoors,2.244,Sunny,Jam ,266733.04
1,5011,wsnw419503070,12.1,Jewelry,2.244,Stormy,Medium ,266745.14
1,5012,otst368971308,12.16,Electronics,2.244,Sunny,Medium ,266757.31
1,5013,bser998673665,12.16,Cosmetics,2.244,Stormy,Low ,266769.47
1,5014,bqxv430654901,12.26,Sports,2.244,Sunny,Low ,266781.72
1,5015,umcf639291400,12.35,Clothing,2.244,Stormy,Low ,266794.07
1,5016,jkbs077774170,12.42,Clothing,2.244,Windy,Low ,266806.49
1,5017,ymur204760149,12.46,Outdoors,2.244,Stormy,Low ,266818.96
1,5018,extu929917420,13.39,Apparel,2.244,Sunny,Low ,266832.35
1,5019,xpyu419518109,13.58,Sports,2.244,Windy,Medium ,266845.94
1,5020,gicq705544069,13.63,Books,2.244,Fog,Low ,266859.57
1,5021,okbm411749537,13.77,Jewelry,2.244,Sunny,Jam ,266873.33
1,5022,uwny643791160,13.79,Kitchen,2.244,Stormy,Low ,266887.12
1,5023,rvuo740866881,13.97,Jewelry,2.244,Sunny,Low ,266901.09
1,5024,yznu772183494,13.99,Snacks,2.244,Windy,Medium ,266915.08
1,5025,iqmi629407641,14.02,Sports,2.244,Sunny,Low ,266929.1
1,5026,zgex972528553,16.38,Outdoors,2.244,Stormy,Low ,266945.49
1,5027,ydty444061322,16.41,Outdoors,2.244,Windy,Jam ,266961.9
1,5028,pnjp195796725,16.6,Cosmetics,2.244,Sunny,Low ,266978.5
1,5029,pnnl462262047,16.66,Clothing,2.244,Sandstorms,Low ,266995.16
1,5030,calb168820341,16.72,Electronics,2.244,Stormy,Low ,267011.88
1,5031,hugv557437971,16.82,Toys,2.244,Sunny,Jam ,267028.71
1,5032,bsfc792582876,16.9,Electronics,2.244,Sunny,Low ,267045.61
1,5033,irjb100650295,16.9,Apparel,2.244,Stormy,Medium ,267062.51
1,5034,nbhj388901413,17.08,Clothing,2.244,Sandstorms,Medium ,267079.59
